type,doc_statement,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_1_farmers_value,q_2_marks_value,q_3_athletics_value,doc_index,doc_truthfulness_value,doc_accesses,fre,distance,doc_time_elapsed,doc_name,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_label
correct_15,The United States isactually screening fewer people for the coronavirus than other countries because we donÂt have appropriate testing,1.0,26-35 (1.30),"Postgrad. or professional schooling, no degree (2.60)","30,000 to less than 40,000 (3.20)",Moderate (1.80),Republican (0.50),Agree (1.80),Agree (1.70),wrong value (0.30),wrong value (0.20),wrong value (0.40),2.8,3.6,1.1,26.809999999999995,1.0,163.60399999999998,mostly-true_doc6,Lou Dobbs,2/3/2020,TV Interview,mostly-true
correct_15,North Carolinahospital beds are typically 85 full across the stateâ,1.9,26-35 (1.10),4 year college/bachelor degree (2.30),"50,000 to less than 75,000 (4.60)",Moderate (1.90),Democrat (0.80),Agree (1.80),Agree (1.80),wrong value (0.50),wrong value (0.10),wrong value (0.50),3.2,3.1,1.4,44.41,1.1,183.81,half-true_doc2,Jeff Jackson,2020-19-03,Tweet,half-true
correct_15,Ron Johnson said Americans should go back to work becausedeath is an unavoidable part of lifeâ,1.5,26-35 (1.30),"Postgrad. or professional schooling, no degree (2.60)","50,000 to less than 75,000 (4.70)",Conservative (1.40),Democrat (0.70),Agree (1.80),Agree (2.00),wrong value (0.30),wrong value (0.00),wrong value (0.10),3.9,3.7,1.6,72.16,1.1,75.979,half-true_doc1,Facebook Post,2020-31-03,Facebook Posts,half-true
correct_15,Says 80 of novel coronavirus cases aremildâ,2.4,26-35 (1.20),4 year college/bachelor degree (1.90),"40,000 to less than 50,000 (3.70)",Moderate (1.90),Democrat (0.90),Agree (1.70),Agree (1.80),wrong value (0.50),wrong value (0.10),wrong value (0.10),4.0,3.7,2.3,64.37,1.1,137.357,mostly-true_doc5,Chart,9/3/2020,Viral Image,mostly-true
correct_15,Says for the coronavirusthe death rate in Texas per capita of 29 million people were one of the lowest in the country,2.6,36-50 (1.50),4 year college/bachelor degree (2.10),"30,000 to less than 40,000 (3.40)",Moderate (2.10),Republican (0.40),Agree (1.80),Agree (2.00),wrong value (0.20),wrong value (0.20),wrong value (0.30),3.3,2.9,1.3,66.07,1.1,207.29900000000004,mostly-true_doc10,Dan Patrick,2020-31-03,Briefing,mostly-true
wrong_15,Drinkingwater a lot and gargling with warm watersalt or vinegar eliminatesâ the coronavirus,1.2,26-35 (1.10),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (4.10)",Moderate (1.80),Democrat (0.60),Agree (1.80),Agree (1.80),wrong value (0.10),wrong value (0.30),wrong value (0.40),3.7,2.7,1.6,41.36,2.1,154.24200000000002,false_doc5,Viral Image,2020-13-03,Viral Image,FALSE
wrong_15,No city in the state can quarantine itself without state approval,1.7,36-50 (1.80),4 year college/bachelor degree (2.30),"40,000 to less than 50,000 (4.10)",Moderate (1.60),Democrat (0.80),Agree (1.60),Agree (2.00),wrong value (0.30),wrong value (0.10),wrong value (0.10),4.7,2.9,1.6,68.77,2.1,96.674,true_doc3,Andrew Cuomo,2020-17-03,News Conference,TRUE
wrong_15,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasâ,2.0,26-35 (0.70),4 year college/bachelor degree (2.30),"40,000 to less than 50,000 (3.90)",Moderate (1.70),Democrat (1.00),Agree (1.90),Agree (1.80),wrong value (0.00),wrong value (0.00),wrong value (0.30),3.1,2.8,1.1,45.09,2.2,149.18400000000003,true_doc10,John Bel Edwards,5/4/2020,CNN interview,TRUE
wrong_15,Says COVID19 remains in the air for eight hours and that everyone is now required to wear maskseverywhereâ,1.5,26-35 (1.30),"Postgrad. or professional schooling, no degree (2.60)","50,000 to less than 75,000 (4.70)",Conservative (1.40),Democrat (0.70),Agree (1.80),Agree (2.00),wrong value (0.30),wrong value (0.00),wrong value (0.10),2.1,3.2,1.0,70.13,2.4,136.51625,false_doc1,Facebook Post,2020-28-03,Facebook Posts,FALSE
wrong_15,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,2.6,36-50 (1.50),4 year college/bachelor degree (2.10),"30,000 to less than 40,000 (3.40)",Moderate (2.10),Republican (0.40),Agree (1.80),Agree (2.00),wrong value (0.20),wrong value (0.20),wrong value (0.30),3.5,2.5,2.0,57.27,2.5,144.283,pants-on-fire_doc5,Bloggers,2020-26-02,Internet Posts,pants-on-fire
wrong_15,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,1.2,26-35 (1.10),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (4.10)",Moderate (1.80),Democrat (0.60),Agree (1.80),Agree (1.80),wrong value (0.10),wrong value (0.30),wrong value (0.40),4.3,2.5,1.1,62.67999999999999,2.5,151.913,pants-on-fire_doc6,Youtube Video,2020-29-02,Youtube Videos,pants-on-fire
wrong_15,COVID literally stands for Chinese Originated Viral Infectious Disease,1.9,26-35 (1.10),4 year college/bachelor degree (2.30),"50,000 to less than 75,000 (4.60)",Moderate (1.90),Democrat (0.80),Agree (1.80),Agree (1.80),wrong value (0.50),wrong value (0.10),wrong value (0.50),2.4,2.7,1.3,11.58,2.7,174.2588888888889,pants-on-fire_doc4,Facebook Post,2020-25-03,Viral Image,pants-on-fire
wrong_15,Slices of lemon in a cup of hot water can save your life The hot lemon can kill the proliferation ofâ the novel coronavirus,1.9,26-35 (1.10),4 year college/bachelor degree (2.30),"50,000 to less than 75,000 (4.60)",Moderate (1.90),Democrat (0.80),Agree (1.80),Agree (1.80),wrong value (0.50),wrong value (0.10),wrong value (0.50),3.4,3.8,1.7,72.5,2.8,133.3011111111111,false_doc3,Facebook Post,2020-23-03,Chain Message,FALSE
wrong_15,Church services canât resume until weâre all vaccinated says Bill Gates,1.5,26-35 (1.12),4 year college/bachelor degree (2.12),"40,000 to less than 50,000 (4.00)",Conservative (1.25),Republican (0.50),Agree (1.75),Agree (2.00),wrong value (0.25),wrong value (0.12),wrong value (0.12),2.5,3.875,1.0,68.77,2.875,113.71875,false_doc8,Bloggers,9/4/2020,Blog Post,FALSE
wrong_15,the US is developing anantivirusâ that includes a chip to track your movement,1.5,26-35 (1.30),"Postgrad. or professional schooling, no degree (2.60)","50,000 to less than 75,000 (4.70)",Conservative (1.40),Democrat (0.70),Agree (1.80),Agree (2.00),wrong value (0.30),wrong value (0.00),wrong value (0.10),3.5,2.9,1.4,66.74,2.9,105.441,pants-on-fire_doc9,Facebook User,2020-16-03,Facebook Post,pants-on-fire
wrong_15,Italy arrested a doctorfor intentionally killing over 3000 coronavirus patientsÂ,1.0,26-35 (1.30),"Postgrad. or professional schooling, no degree (2.60)","30,000 to less than 40,000 (3.20)",Moderate (1.80),Republican (0.50),Agree (1.80),Agree (1.70),wrong value (0.30),wrong value (0.20),wrong value (0.40),4.0,3.0,1.0,19.03,3.0,135.014,pants-on-fire_doc10,Bloggers,2020-31-03,Blog Post,pants-on-fire
wrong_15,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,2.0,26-35 (0.70),4 year college/bachelor degree (2.30),"40,000 to less than 50,000 (3.90)",Moderate (1.70),Democrat (1.00),Agree (1.90),Agree (1.80),wrong value (0.00),wrong value (0.00),wrong value (0.30),1.8,3.1,1.1,67.76,3.1,201.88666666666668,pants-on-fire_doc1,Facebook Post,2020-25-03,Viral Image,pants-on-fire
wrong_15,We inherited a broken testâ for COVID19,1.5,26-35 (1.12),4 year college/bachelor degree (2.12),"40,000 to less than 50,000 (4.00)",Conservative (1.25),Republican (0.50),Agree (1.75),Agree (2.00),wrong value (0.25),wrong value (0.12),wrong value (0.12),3.25,3.125,2.625,64.37,3.125,57.89125,pants-on-fire_doc2,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",pants-on-fire
wrong_15,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,1.6666666666666667,36-50 (1.78),4 year college/bachelor degree (2.22),"40,000 to less than 50,000 (3.89)",Moderate (1.56),Democrat (0.56),Agree (2.00),Agree (2.00),wrong value (0.33),wrong value (0.33),wrong value (0.22),5.222222222222222,3.3333333333333335,1.6666666666666667,39.0,3.3333333333333335,116.68222222222221,pants-on-fire_doc8,Facebook User,2020-16-03,Facebook Post,pants-on-fire
wrong_15,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,2.4,26-35 (1.20),4 year college/bachelor degree (1.90),"40,000 to less than 50,000 (3.70)",Moderate (1.90),Democrat (0.90),Agree (1.70),Agree (1.80),wrong value (0.50),wrong value (0.10),wrong value (0.10),3.0,4.0,1.2,45.76,4.0,178.989,pants-on-fire_doc7,Ron Desantis,9/4/2020,Meeting,pants-on-fire
